"Transcript","Gene"
"KXJ29599.1","KXJ29599.1"
"KXJ29587.1","KXJ29587.1"
"KXJ29570.1","KXJ29570.1"
"KXJ29605.1","KXJ29605.1"
"KXJ29597.1","KXJ29597.1"
"KXJ29545.1","KXJ29545.1"
"KXJ29618.1","KXJ29618.1"
"KXJ29654.1","KXJ29654.1"
"KXJ29617.1","KXJ29617.1"
"KXJ29579.1","KXJ29579.1"
"KXJ29505.1","KXJ29505.1"
"KXJ29540.1","KXJ29540.1"
"KXJ29555.1","KXJ29555.1"
"KXJ29653.1","KXJ29653.1"
"KXJ29506.1","KXJ29506.1"
"KXJ29550.1","KXJ29550.1"
"KXJ29628.1","KXJ29628.1"
"KXJ29591.1","KXJ29591.1"
"KXJ29538.1","KXJ29538.1"
"KXJ29588.1","KXJ29588.1"
"KXJ29598.1","KXJ29598.1"
"KXJ29575.1","KXJ29575.1"
"KXJ29572.1","KXJ29572.1"
"KXJ29639.1","KXJ29639.1"
"KXJ29549.1","KXJ29549.1"
"KXJ29606.1","KXJ29606.1"
"KXJ29581.1","KXJ29581.1"
"KXJ29637.1","KXJ29637.1"
"KXJ29621.1","KXJ29621.1"
"KXJ29565.1","KXJ29565.1"
"KXJ29563.1","KXJ29563.1"
"KXJ29447.1","KXJ29447.1"
"KXJ29367.1","KXJ29367.1"
"KXJ29502.1","KXJ29502.1"
"KXJ29375.1","KXJ29375.1"
"KXJ29450.1","KXJ29450.1"
"KXJ29390.1","KXJ29390.1"
"KXJ29368.1","KXJ29368.1"
"KXJ29436.1","KXJ29436.1"
"KXJ29457.1","KXJ29457.1"
"KXJ29397.1","KXJ29397.1"
"KXJ29462.1","KXJ29462.1"
"KXJ29405.1","KXJ29405.1"
"KXJ29439.1","KXJ29439.1"
"KXJ29474.1","KXJ29474.1"
"KXJ29482.1","KXJ29482.1"
"KXJ29437.1","KXJ29437.1"
"KXJ29494.1","KXJ29494.1"
"KXJ29376.1","KXJ29376.1"
"KXJ29470.1","KXJ29470.1"
"KXJ29469.1","KXJ29469.1"
"KXJ29372.1","KXJ29372.1"
"KXJ29415.1","KXJ29415.1"
"KXJ29434.1","KXJ29434.1"
"KXJ29396.1","KXJ29396.1"
"KXJ29442.1","KXJ29442.1"
"KXJ29419.1","KXJ29419.1"
"KXJ29424.1","KXJ29424.1"
"KXJ29468.1","KXJ29468.1"
"KXJ29465.1","KXJ29465.1"
"KXJ29489.1","KXJ29489.1"
"KXJ29411.1","KXJ29411.1"
"KXJ29501.1","KXJ29501.1"
"KXJ29384.1","KXJ29384.1"
"KXJ29381.1","KXJ29381.1"
"KXJ29444.1","KXJ29444.1"
"KXJ29467.1","KXJ29467.1"
"KXJ29445.1","KXJ29445.1"
"KXJ29488.1","KXJ29488.1"
"KXJ29427.1","KXJ29427.1"
"KXJ29391.1","KXJ29391.1"
"KXJ29406.1","KXJ29406.1"
"KXJ29484.1","KXJ29484.1"
"KXJ29486.1","KXJ29486.1"
"KXJ29433.1","KXJ29433.1"
"KXJ29448.1","KXJ29448.1"
"KXJ29420.1","KXJ29420.1"
"KXJ29398.1","KXJ29398.1"
"KXJ29466.1","KXJ29466.1"
"KXJ29413.1","KXJ29413.1"
"KXJ29404.1","KXJ29404.1"
"KXJ29475.1","KXJ29475.1"
"KXJ29394.1","KXJ29394.1"
"KXJ29479.1","KXJ29479.1"
"KXJ29369.1","KXJ29369.1"
"KXJ29403.1","KXJ29403.1"
"KXJ29385.1","KXJ29385.1"
"KXJ29493.1","KXJ29493.1"
"KXJ29498.1","KXJ29498.1"
"KXJ29503.1","KXJ29503.1"
"KXJ29430.1","KXJ29430.1"
"KXJ29459.1","KXJ29459.1"
"KXJ29485.1","KXJ29485.1"
"KXJ29399.1","KXJ29399.1"
"KXJ29414.1","KXJ29414.1"
"KXJ29472.1","KXJ29472.1"
"KXJ29388.1","KXJ29388.1"
"KXJ29382.1","KXJ29382.1"
"KXJ29458.1","KXJ29458.1"
"KXJ29464.1","KXJ29464.1"
"KXJ29456.1","KXJ29456.1"
"KXJ29454.1","KXJ29454.1"
"KXJ29432.1","KXJ29432.1"
"KXJ29480.1","KXJ29480.1"
"KXJ29383.1","KXJ29383.1"
"KXJ29378.1","KXJ29378.1"
"KXJ29416.1","KXJ29416.1"
"KXJ29478.1","KXJ29478.1"
"KXJ29410.1","KXJ29410.1"
"KXJ29477.1","KXJ29477.1"
"KXJ29429.1","KXJ29429.1"
"KXJ29421.1","KXJ29421.1"
"KXJ29380.1","KXJ29380.1"
"KXJ29402.1","KXJ29402.1"
"KXJ29423.1","KXJ29423.1"
"KXJ29438.1","KXJ29438.1"
"KXJ29435.1","KXJ29435.1"
"KXJ29446.1","KXJ29446.1"
"KXJ29452.1","KXJ29452.1"
"KXJ29441.1","KXJ29441.1"
"KXJ29496.1","KXJ29496.1"
"KXJ29395.1","KXJ29395.1"
"KXJ29374.1","KXJ29374.1"
"KXJ29440.1","KXJ29440.1"
"KXJ29426.1","KXJ29426.1"
"KXJ29449.1","KXJ29449.1"
"KXJ29366.1","KXJ29366.1"
"KXJ29417.1","KXJ29417.1"
"KXJ29386.1","KXJ29386.1"
"KXJ29389.1","KXJ29389.1"
"KXJ29371.1","KXJ29371.1"
"KXJ29460.1","KXJ29460.1"
"KXJ29407.1","KXJ29407.1"
"KXJ29408.1","KXJ29408.1"
"KXJ29377.1","KXJ29377.1"
"KXJ29453.1","KXJ29453.1"
"KXJ29418.1","KXJ29418.1"
"KXJ29392.1","KXJ29392.1"
"KXJ29387.1","KXJ29387.1"
"KXJ29497.1","KXJ29497.1"
"KXJ29471.1","KXJ29471.1"
"KXJ29431.1","KXJ29431.1"
"KXJ29370.1","KXJ29370.1"
"KXJ29409.1","KXJ29409.1"
"KXJ29373.1","KXJ29373.1"
"KXJ29500.1","KXJ29500.1"
"KXJ29443.1","KXJ29443.1"
"KXJ29495.1","KXJ29495.1"
"KXJ29476.1","KXJ29476.1"
"KXJ29451.1","KXJ29451.1"
"KXJ29401.1","KXJ29401.1"
"KXJ29425.1","KXJ29425.1"
"KXJ29393.1","KXJ29393.1"
"KXJ29461.1","KXJ29461.1"
"KXJ29455.1","KXJ29455.1"
"KXJ29492.1","KXJ29492.1"
"KXJ29487.1","KXJ29487.1"
"KXJ29422.1","KXJ29422.1"
"KXJ29379.1","KXJ29379.1"
"KXJ29463.1","KXJ29463.1"
"KXJ29491.1","KXJ29491.1"
"KXJ29400.1","KXJ29400.1"
"KXJ29428.1","KXJ29428.1"
"KXJ29490.1","KXJ29490.1"
"KXJ29481.1","KXJ29481.1"
"KXJ29412.1","KXJ29412.1"
"KXJ29499.1","KXJ29499.1"
"KXJ29473.1","KXJ29473.1"
"KXJ29483.1","KXJ29483.1"
"KXJ29338.1","KXJ29338.1"
"KXJ29262.1","KXJ29262.1"
"KXJ29362.1","KXJ29362.1"
"KXJ29259.1","KXJ29259.1"
"KXJ29291.1","KXJ29291.1"
"KXJ29346.1","KXJ29346.1"
"KXJ29316.1","KXJ29316.1"
"KXJ29274.1","KXJ29274.1"
"KXJ29333.1","KXJ29333.1"
"KXJ29334.1","KXJ29334.1"
"KXJ29285.1","KXJ29285.1"
"KXJ29343.1","KXJ29343.1"
"KXJ29250.1","KXJ29250.1"
"KXJ29302.1","KXJ29302.1"
"KXJ29273.1","KXJ29273.1"
"KXJ29260.1","KXJ29260.1"
"KXJ29320.1","KXJ29320.1"
"KXJ29314.1","KXJ29314.1"
"KXJ29293.1","KXJ29293.1"
"KXJ29281.1","KXJ29281.1"
"KXJ29251.1","KXJ29251.1"
"KXJ29283.1","KXJ29283.1"
"KXJ29341.1","KXJ29341.1"
"KXJ29269.1","KXJ29269.1"
"KXJ29264.1","KXJ29264.1"
"KXJ29360.1","KXJ29360.1"
"KXJ29326.1","KXJ29326.1"
"KXJ29359.1","KXJ29359.1"
"KXJ29363.1","KXJ29363.1"
"KXJ29339.1","KXJ29339.1"
"KXJ29365.1","KXJ29365.1"
"KXJ29289.1","KXJ29289.1"
"KXJ29298.1","KXJ29298.1"
"KXJ29288.1","KXJ29288.1"
"KXJ29313.1","KXJ29313.1"
"KXJ29304.1","KXJ29304.1"
"KXJ29286.1","KXJ29286.1"
"KXJ29325.1","KXJ29325.1"
"KXJ29340.1","KXJ29340.1"
"KXJ29300.1","KXJ29300.1"
"KXJ29267.1","KXJ29267.1"
"KXJ29287.1","KXJ29287.1"
"KXJ29299.1","KXJ29299.1"
"KXJ29348.1","KXJ29348.1"
"KXJ29350.1","KXJ29350.1"
"KXJ29256.1","KXJ29256.1"
"KXJ29268.1","KXJ29268.1"
"KXJ29337.1","KXJ29337.1"
"KXJ29257.1","KXJ29257.1"
"KXJ29335.1","KXJ29335.1"
"KXJ29352.1","KXJ29352.1"
"KXJ29308.1","KXJ29308.1"
"KXJ29296.1","KXJ29296.1"
"KXJ29358.1","KXJ29358.1"
"KXJ29323.1","KXJ29323.1"
"KXJ29306.1","KXJ29306.1"
"KXJ29275.1","KXJ29275.1"
"KXJ29261.1","KXJ29261.1"
"KXJ29336.1","KXJ29336.1"
"KXJ29344.1","KXJ29344.1"
"KXJ29266.1","KXJ29266.1"
"KXJ29342.1","KXJ29342.1"
"KXJ29315.1","KXJ29315.1"
"KXJ29329.1","KXJ29329.1"
"KXJ29253.1","KXJ29253.1"
"KXJ29312.1","KXJ29312.1"
"KXJ29322.1","KXJ29322.1"
"KXJ29356.1","KXJ29356.1"
"KXJ29330.1","KXJ29330.1"
"KXJ29301.1","KXJ29301.1"
"KXJ29347.1","KXJ29347.1"
"KXJ29307.1","KXJ29307.1"
"KXJ29319.1","KXJ29319.1"
"KXJ29254.1","KXJ29254.1"
"KXJ29271.1","KXJ29271.1"
"KXJ29354.1","KXJ29354.1"
"KXJ29310.1","KXJ29310.1"
"KXJ29305.1","KXJ29305.1"
"KXJ29324.1","KXJ29324.1"
"KXJ29353.1","KXJ29353.1"
"KXJ29278.1","KXJ29278.1"
"KXJ29318.1","KXJ29318.1"
"KXJ29328.1","KXJ29328.1"
"KXJ29357.1","KXJ29357.1"
"KXJ29303.1","KXJ29303.1"
"KXJ29265.1","KXJ29265.1"
"KXJ29311.1","KXJ29311.1"
"KXJ29276.1","KXJ29276.1"
"KXJ29361.1","KXJ29361.1"
"KXJ29327.1","KXJ29327.1"
"KXJ29252.1","KXJ29252.1"
"KXJ29294.1","KXJ29294.1"
"KXJ29297.1","KXJ29297.1"
"KXJ29263.1","KXJ29263.1"
"KXJ29321.1","KXJ29321.1"
"KXJ29280.1","KXJ29280.1"
"KXJ29364.1","KXJ29364.1"
"KXJ29277.1","KXJ29277.1"
"KXJ29351.1","KXJ29351.1"
"KXJ29317.1","KXJ29317.1"
"KXJ29331.1","KXJ29331.1"
"KXJ29349.1","KXJ29349.1"
"KXJ29355.1","KXJ29355.1"
"KXJ29295.1","KXJ29295.1"
"KXJ29270.1","KXJ29270.1"
"KXJ29284.1","KXJ29284.1"
"KXJ29290.1","KXJ29290.1"
"KXJ29332.1","KXJ29332.1"
"KXJ29258.1","KXJ29258.1"
"KXJ29282.1","KXJ29282.1"
"KXJ29255.1","KXJ29255.1"
"KXJ29309.1","KXJ29309.1"
"KXJ29345.1","KXJ29345.1"
"KXJ29292.1","KXJ29292.1"
"KXJ29279.1","KXJ29279.1"
"KXJ29272.1","KXJ29272.1"
"KXJ29131.1","KXJ29131.1"
"KXJ29164.1","KXJ29164.1"
"KXJ29249.1","KXJ29249.1"
"KXJ29181.1","KXJ29181.1"
"KXJ29186.1","KXJ29186.1"
"KXJ29200.1","KXJ29200.1"
"KXJ29242.1","KXJ29242.1"
"KXJ29211.1","KXJ29211.1"
"KXJ29180.1","KXJ29180.1"
"KXJ29231.1","KXJ29231.1"
"KXJ29104.1","KXJ29104.1"
"KXJ29182.1","KXJ29182.1"
"KXJ29167.1","KXJ29167.1"
"KXJ29165.1","KXJ29165.1"
"KXJ29209.1","KXJ29209.1"
"KXJ29137.1","KXJ29137.1"
"KXJ29154.1","KXJ29154.1"
"KXJ29232.1","KXJ29232.1"
"KXJ29117.1","KXJ29117.1"
"KXJ29134.1","KXJ29134.1"
"KXJ29210.1","KXJ29210.1"
"KXJ29171.1","KXJ29171.1"
"KXJ29205.1","KXJ29205.1"
"KXJ29230.1","KXJ29230.1"
"KXJ29246.1","KXJ29246.1"
"KXJ29107.1","KXJ29107.1"
"KXJ29153.1","KXJ29153.1"
"KXJ29201.1","KXJ29201.1"
"KXJ29194.1","KXJ29194.1"
"KXJ29140.1","KXJ29140.1"
"KXJ29221.1","KXJ29221.1"
"KXJ29170.1","KXJ29170.1"
"KXJ29144.1","KXJ29144.1"
"KXJ29225.1","KXJ29225.1"
"KXJ29227.1","KXJ29227.1"
"KXJ29183.1","KXJ29183.1"
"KXJ29112.1","KXJ29112.1"
"KXJ29172.1","KXJ29172.1"
"KXJ29185.1","KXJ29185.1"
"KXJ29244.1","KXJ29244.1"
"KXJ29162.1","KXJ29162.1"
"KXJ29113.1","KXJ29113.1"
"KXJ29159.1","KXJ29159.1"
"KXJ29169.1","KXJ29169.1"
"KXJ29177.1","KXJ29177.1"
"KXJ29207.1","KXJ29207.1"
"KXJ29202.1","KXJ29202.1"
"KXJ29119.1","KXJ29119.1"
"KXJ29190.1","KXJ29190.1"
"KXJ29217.1","KXJ29217.1"
"KXJ29139.1","KXJ29139.1"
"KXJ29141.1","KXJ29141.1"
"KXJ29220.1","KXJ29220.1"
"KXJ29206.1","KXJ29206.1"
"KXJ29146.1","KXJ29146.1"
"KXJ29121.1","KXJ29121.1"
"KXJ29219.1","KXJ29219.1"
"KXJ29105.1","KXJ29105.1"
"KXJ29158.1","KXJ29158.1"
"KXJ29236.1","KXJ29236.1"
"KXJ29224.1","KXJ29224.1"
"KXJ29161.1","KXJ29161.1"
"KXJ29213.1","KXJ29213.1"
"KXJ29132.1","KXJ29132.1"
"KXJ29145.1","KXJ29145.1"
"KXJ29135.1","KXJ29135.1"
"KXJ29116.1","KXJ29116.1"
"KXJ29157.1","KXJ29157.1"
"KXJ29111.1","KXJ29111.1"
"KXJ29136.1","KXJ29136.1"
"KXJ29176.1","KXJ29176.1"
"KXJ29126.1","KXJ29126.1"
"KXJ29175.1","KXJ29175.1"
"KXJ29218.1","KXJ29218.1"
"KXJ29203.1","KXJ29203.1"
"KXJ29187.1","KXJ29187.1"
"KXJ29147.1","KXJ29147.1"
"KXJ29125.1","KXJ29125.1"
"KXJ29115.1","KXJ29115.1"
"KXJ29215.1","KXJ29215.1"
"KXJ29240.1","KXJ29240.1"
"KXJ29124.1","KXJ29124.1"
"KXJ29122.1","KXJ29122.1"
"KXJ29151.1","KXJ29151.1"
"KXJ29212.1","KXJ29212.1"
"KXJ29198.1","KXJ29198.1"
"KXJ29143.1","KXJ29143.1"
"KXJ29226.1","KXJ29226.1"
"KXJ29229.1","KXJ29229.1"
"KXJ29138.1","KXJ29138.1"
"KXJ29160.1","KXJ29160.1"
"KXJ29234.1","KXJ29234.1"
"KXJ29195.1","KXJ29195.1"
"KXJ29106.1","KXJ29106.1"
"KXJ29247.1","KXJ29247.1"
"KXJ29237.1","KXJ29237.1"
"KXJ29108.1","KXJ29108.1"
"KXJ29178.1","KXJ29178.1"
"KXJ29127.1","KXJ29127.1"
"KXJ29118.1","KXJ29118.1"
"KXJ29179.1","KXJ29179.1"
"KXJ29239.1","KXJ29239.1"
"KXJ29245.1","KXJ29245.1"
"KXJ29142.1","KXJ29142.1"
"KXJ29184.1","KXJ29184.1"
"KXJ29192.1","KXJ29192.1"
"KXJ29214.1","KXJ29214.1"
"KXJ29168.1","KXJ29168.1"
"KXJ29120.1","KXJ29120.1"
"KXJ29223.1","KXJ29223.1"
"KXJ29110.1","KXJ29110.1"
"KXJ29128.1","KXJ29128.1"
"KXJ29114.1","KXJ29114.1"
"KXJ29199.1","KXJ29199.1"
"KXJ29233.1","KXJ29233.1"
"KXJ29133.1","KXJ29133.1"
"KXJ29129.1","KXJ29129.1"
"KXJ29152.1","KXJ29152.1"
"KXJ29222.1","KXJ29222.1"
"KXJ29109.1","KXJ29109.1"
"KXJ29193.1","KXJ29193.1"
"KXJ29173.1","KXJ29173.1"
"KXJ29196.1","KXJ29196.1"
"KXJ29197.1","KXJ29197.1"
"KXJ29130.1","KXJ29130.1"
"KXJ29189.1","KXJ29189.1"
"KXJ29216.1","KXJ29216.1"
"KXJ29235.1","KXJ29235.1"
"KXJ29150.1","KXJ29150.1"
"KXJ29155.1","KXJ29155.1"
"KXJ29228.1","KXJ29228.1"
"KXJ29191.1","KXJ29191.1"
"KXJ29166.1","KXJ29166.1"
"KXJ29174.1","KXJ29174.1"
"KXJ29123.1","KXJ29123.1"
"KXJ29204.1","KXJ29204.1"
"KXJ29243.1","KXJ29243.1"
"KXJ29238.1","KXJ29238.1"
"KXJ29163.1","KXJ29163.1"
"KXJ29188.1","KXJ29188.1"
"KXJ29241.1","KXJ29241.1"
"KXJ29248.1","KXJ29248.1"
"KXJ29148.1","KXJ29148.1"
"KXJ29156.1","KXJ29156.1"
"KXJ29208.1","KXJ29208.1"
"KXJ29149.1","KXJ29149.1"
"KXJ29014.1","KXJ29014.1"
"KXJ28984.1","KXJ28984.1"
"KXJ29026.1","KXJ29026.1"
"KXJ28932.1","KXJ28932.1"
"KXJ28987.1","KXJ28987.1"
"KXJ29044.1","KXJ29044.1"
"KXJ28982.1","KXJ28982.1"
"KXJ28994.1","KXJ28994.1"
"KXJ29095.1","KXJ29095.1"
"KXJ28975.1","KXJ28975.1"
"KXJ28938.1","KXJ28938.1"
"KXJ28912.1","KXJ28912.1"
"KXJ29025.1","KXJ29025.1"
"KXJ28962.1","KXJ28962.1"
"KXJ28978.1","KXJ28978.1"
"KXJ28936.1","KXJ28936.1"
"KXJ29074.1","KXJ29074.1"
"KXJ29055.1","KXJ29055.1"
"KXJ29056.1","KXJ29056.1"
"KXJ28924.1","KXJ28924.1"
"KXJ29037.1","KXJ29037.1"
"KXJ29049.1","KXJ29049.1"
"KXJ28967.1","KXJ28967.1"
"KXJ28966.1","KXJ28966.1"
"KXJ28935.1","KXJ28935.1"
"KXJ29022.1","KXJ29022.1"
"KXJ28976.1","KXJ28976.1"
"KXJ29082.1","KXJ29082.1"
"KXJ28928.1","KXJ28928.1"
"KXJ28933.1","KXJ28933.1"
"KXJ29048.1","KXJ29048.1"
"KXJ29042.1","KXJ29042.1"
"KXJ28968.1","KXJ28968.1"
"KXJ28965.1","KXJ28965.1"
"KXJ28957.1","KXJ28957.1"
"KXJ28993.1","KXJ28993.1"
"KXJ28922.1","KXJ28922.1"
"KXJ28910.1","KXJ28910.1"
"KXJ29050.1","KXJ29050.1"
"KXJ28972.1","KXJ28972.1"
"KXJ29067.1","KXJ29067.1"
"KXJ28960.1","KXJ28960.1"
"KXJ29046.1","KXJ29046.1"
"KXJ29058.1","KXJ29058.1"
"KXJ28940.1","KXJ28940.1"
"KXJ28923.1","KXJ28923.1"
"KXJ29029.1","KXJ29029.1"
"KXJ29027.1","KXJ29027.1"
"KXJ28970.1","KXJ28970.1"
"KXJ28952.1","KXJ28952.1"
"KXJ29023.1","KXJ29023.1"
"KXJ29003.1","KXJ29003.1"
"KXJ29103.1","KXJ29103.1"
"KXJ28958.1","KXJ28958.1"
"KXJ29035.1","KXJ29035.1"
"KXJ29070.1","KXJ29070.1"
"KXJ29068.1","KXJ29068.1"
"KXJ28979.1","KXJ28979.1"
"KXJ29016.1","KXJ29016.1"
"KXJ29005.1","KXJ29005.1"
"KXJ28992.1","KXJ28992.1"
"KXJ29086.1","KXJ29086.1"
"KXJ29045.1","KXJ29045.1"
"KXJ29040.1","KXJ29040.1"
"KXJ28941.1","KXJ28941.1"
"KXJ28997.1","KXJ28997.1"
"KXJ28934.1","KXJ28934.1"
"KXJ28980.1","KXJ28980.1"
"KXJ29009.1","KXJ29009.1"
"KXJ29032.1","KXJ29032.1"
"KXJ28943.1","KXJ28943.1"
"KXJ28942.1","KXJ28942.1"
"KXJ28925.1","KXJ28925.1"
"KXJ28949.1","KXJ28949.1"
"KXJ29036.1","KXJ29036.1"
"KXJ28977.1","KXJ28977.1"
"KXJ29063.1","KXJ29063.1"
"KXJ29079.1","KXJ29079.1"
"KXJ28964.1","KXJ28964.1"
"KXJ28913.1","KXJ28913.1"
"KXJ29064.1","KXJ29064.1"
"KXJ29059.1","KXJ29059.1"
"KXJ28918.1","KXJ28918.1"
"KXJ29077.1","KXJ29077.1"
"KXJ29075.1","KXJ29075.1"
"KXJ29099.1","KXJ29099.1"
"KXJ29085.1","KXJ29085.1"
"KXJ29052.1","KXJ29052.1"
"KXJ29019.1","KXJ29019.1"
"KXJ28963.1","KXJ28963.1"
"KXJ29013.1","KXJ29013.1"
"KXJ28947.1","KXJ28947.1"
"KXJ29061.1","KXJ29061.1"
"KXJ29047.1","KXJ29047.1"
"KXJ29080.1","KXJ29080.1"
"KXJ28919.1","KXJ28919.1"
"KXJ28948.1","KXJ28948.1"
"KXJ29034.1","KXJ29034.1"
"KXJ29007.1","KXJ29007.1"
"KXJ29039.1","KXJ29039.1"
"KXJ29033.1","KXJ29033.1"
"KXJ28990.1","KXJ28990.1"
"KXJ29030.1","KXJ29030.1"
"KXJ29078.1","KXJ29078.1"
"KXJ29043.1","KXJ29043.1"
"KXJ28986.1","KXJ28986.1"
"KXJ29087.1","KXJ29087.1"
"KXJ29051.1","KXJ29051.1"
"KXJ29053.1","KXJ29053.1"
"KXJ29057.1","KXJ29057.1"
"KXJ29098.1","KXJ29098.1"
"KXJ28950.1","KXJ28950.1"
"KXJ29062.1","KXJ29062.1"
"KXJ29004.1","KXJ29004.1"
"KXJ29008.1","KXJ29008.1"
"KXJ29015.1","KXJ29015.1"
"KXJ29041.1","KXJ29041.1"
"KXJ28956.1","KXJ28956.1"
"KXJ28989.1","KXJ28989.1"
"KXJ28995.1","KXJ28995.1"
"KXJ28973.1","KXJ28973.1"
"KXJ29097.1","KXJ29097.1"
"KXJ29001.1","KXJ29001.1"
"KXJ28930.1","KXJ28930.1"
"KXJ28931.1","KXJ28931.1"
"KXJ29088.1","KXJ29088.1"
"KXJ28920.1","KXJ28920.1"
"KXJ29038.1","KXJ29038.1"
"KXJ29010.1","KXJ29010.1"
"KXJ28971.1","KXJ28971.1"
"KXJ28929.1","KXJ28929.1"
"KXJ29102.1","KXJ29102.1"
"KXJ28985.1","KXJ28985.1"
"KXJ29069.1","KXJ29069.1"
"KXJ28999.1","KXJ28999.1"
"KXJ29073.1","KXJ29073.1"
"KXJ29072.1","KXJ29072.1"
"KXJ28974.1","KXJ28974.1"
"KXJ29101.1","KXJ29101.1"
"KXJ28939.1","KXJ28939.1"
"KXJ29100.1","KXJ29100.1"
"KXJ29066.1","KXJ29066.1"
"KXJ28921.1","KXJ28921.1"
"KXJ29017.1","KXJ29017.1"
"KXJ28983.1","KXJ28983.1"
"KXJ29084.1","KXJ29084.1"
"KXJ28991.1","KXJ28991.1"
"KXJ28911.1","KXJ28911.1"
"KXJ28914.1","KXJ28914.1"
"KXJ28915.1","KXJ28915.1"
"KXJ28981.1","KXJ28981.1"
"KXJ29089.1","KXJ29089.1"
"KXJ29094.1","KXJ29094.1"
"KXJ29054.1","KXJ29054.1"
"KXJ28946.1","KXJ28946.1"
"KXJ29092.1","KXJ29092.1"
"KXJ28927.1","KXJ28927.1"
"KXJ29031.1","KXJ29031.1"
"KXJ29065.1","KXJ29065.1"
"KXJ29060.1","KXJ29060.1"
"KXJ28955.1","KXJ28955.1"
"KXJ28916.1","KXJ28916.1"
"KXJ28988.1","KXJ28988.1"
"KXJ28944.1","KXJ28944.1"
"KXJ28917.1","KXJ28917.1"
"KXJ29071.1","KXJ29071.1"
"KXJ28959.1","KXJ28959.1"
"KXJ29093.1","KXJ29093.1"
"KXJ28961.1","KXJ28961.1"
"KXJ29000.1","KXJ29000.1"
"KXJ29012.1","KXJ29012.1"
"KXJ28969.1","KXJ28969.1"
"KXJ29011.1","KXJ29011.1"
"KXJ29028.1","KXJ29028.1"
"KXJ28954.1","KXJ28954.1"
"KXJ29002.1","KXJ29002.1"
"KXJ28926.1","KXJ28926.1"
"KXJ28953.1","KXJ28953.1"
"KXJ28998.1","KXJ28998.1"
"KXJ29024.1","KXJ29024.1"
"KXJ28951.1","KXJ28951.1"
"KXJ28945.1","KXJ28945.1"
"KXJ28996.1","KXJ28996.1"
"KXJ28909.1","KXJ28909.1"
"KXJ29076.1","KXJ29076.1"
"KXJ29081.1","KXJ29081.1"
"KXJ29090.1","KXJ29090.1"
"KXJ29020.1","KXJ29020.1"
"KXJ29083.1","KXJ29083.1"
"KXJ29018.1","KXJ29018.1"
"KXJ29096.1","KXJ29096.1"
"KXJ29006.1","KXJ29006.1"
"KXJ28937.1","KXJ28937.1"
"KXJ29021.1","KXJ29021.1"
"KXJ29091.1","KXJ29091.1"
"KXJ28878.1","KXJ28878.1"
"KXJ28882.1","KXJ28882.1"
"KXJ28808.1","KXJ28808.1"
"KXJ28886.1","KXJ28886.1"
"KXJ28818.1","KXJ28818.1"
"KXJ28814.1","KXJ28814.1"
"KXJ28906.1","KXJ28906.1"
"KXJ28809.1","KXJ28809.1"
"KXJ28812.1","KXJ28812.1"
"KXJ28802.1","KXJ28802.1"
"KXJ28833.1","KXJ28833.1"
"KXJ28737.1","KXJ28737.1"
"KXJ28792.1","KXJ28792.1"
"KXJ28884.1","KXJ28884.1"
"KXJ28861.1","KXJ28861.1"
"KXJ28745.1","KXJ28745.1"
"KXJ28797.1","KXJ28797.1"
"KXJ28771.1","KXJ28771.1"
"KXJ28758.1","KXJ28758.1"
"KXJ28799.1","KXJ28799.1"
"KXJ28803.1","KXJ28803.1"
"KXJ28889.1","KXJ28889.1"
"KXJ28807.1","KXJ28807.1"
"KXJ28817.1","KXJ28817.1"
"KXJ28813.1","KXJ28813.1"
"KXJ28826.1","KXJ28826.1"
"KXJ28888.1","KXJ28888.1"
"KXJ28869.1","KXJ28869.1"
"KXJ28887.1","KXJ28887.1"
"KXJ28908.1","KXJ28908.1"
"KXJ28828.1","KXJ28828.1"
"KXJ28839.1","KXJ28839.1"
"KXJ28894.1","KXJ28894.1"
"KXJ28875.1","KXJ28875.1"
"KXJ28879.1","KXJ28879.1"
"KXJ28798.1","KXJ28798.1"
"KXJ28806.1","KXJ28806.1"
"KXJ28819.1","KXJ28819.1"
"KXJ28907.1","KXJ28907.1"
"KXJ28811.1","KXJ28811.1"
"KXJ28883.1","KXJ28883.1"
"KXJ28829.1","KXJ28829.1"
"KXJ28749.1","KXJ28749.1"
"KXJ28751.1","KXJ28751.1"
"KXJ28796.1","KXJ28796.1"
"KXJ28763.1","KXJ28763.1"
"KXJ28867.1","KXJ28867.1"
"KXJ28849.1","KXJ28849.1"
"KXJ28850.1","KXJ28850.1"
"KXJ28793.1","KXJ28793.1"
"KXJ28825.1","KXJ28825.1"
"KXJ28870.1","KXJ28870.1"
"KXJ28810.1","KXJ28810.1"
"KXJ28859.1","KXJ28859.1"
"KXJ28794.1","KXJ28794.1"
"KXJ28776.1","KXJ28776.1"
"KXJ28815.1","KXJ28815.1"
"KXJ28890.1","KXJ28890.1"
"KXJ28765.1","KXJ28765.1"
"KXJ28780.1","KXJ28780.1"
"KXJ28876.1","KXJ28876.1"
"KXJ28750.1","KXJ28750.1"
"KXJ28743.1","KXJ28743.1"
"KXJ28868.1","KXJ28868.1"
"KXJ28864.1","KXJ28864.1"
"KXJ28885.1","KXJ28885.1"
"KXJ28855.1","KXJ28855.1"
"KXJ28832.1","KXJ28832.1"
"KXJ28741.1","KXJ28741.1"
"KXJ28778.1","KXJ28778.1"
"KXJ28822.1","KXJ28822.1"
"KXJ28746.1","KXJ28746.1"
"KXJ28856.1","KXJ28856.1"
